,No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
41374,41375,2014,9,20,22,3.0,18.0,18.0,18.0,18.9,72.0,998.7,24.3,NE,11.9,0.0,0.0
41375,41376,2014,9,20,23,3.0,21.0,24.0,21.0,18.7,72.0,998.6,24.1,NW,2.7,0.0,0.0
41376,41377,2014,9,21,0,3.0,17.0,18.0,17.0,18.3,69.0,998.4,24.4,NE,3.9,0.0,0.0
41377,41378,2014,9,21,1,3.0,23.0,18.0,23.0,17.8,66.0,997.8,24.6,NE,7.8,0.0,0.0
41378,41379,2014,9,21,2,3.0,18.0,21.0,18.0,17.4,65.0,997.5,24.5,NE,11.3,0.0,0.0
41379,41380,2014,9,21,3,3.0,17.0,25.0,17.0,17.0,64.0,997.0,24.3,NW,3.7,0.0,0.0
41380,41381,2014,9,21,4,3.0,19.0,21.0,19.0,16.3,61.0,996.5,24.3,NW,7.0,0.0,0.0
41381,41382,2014,9,21,5,3.0,23.0,25.0,23.0,16.5,62.0,996.8,24.3,NE,1.6,0.0,0.0
41382,41383,2014,9,21,6,3.0,25.0,26.0,25.0,16.7,64.0,997.3,24.0,NE,3.9,0.0,0.0
41383,41384,2014,9,21,7,3.0,26.0,32.0,26.0,16.7,64.0,997.8,24.0,NE,6.5,0.0,0.0
41384,41385,2014,9,21,8,3.0,33.0,33.0,33.0,17.1,65.0,998.6,24.1,NW,2.2,0.0,0.0
41385,41386,2014,9,21,9,3.0,33.0,33.0,33.0,17.8,67.0,998.8,24.4,NW,5.7,0.0,0.0
41386,41387,2014,9,21,10,3.0,38.0,31.0,38.0,18.1,66.0,999.1,24.9,NW,9.1,0.0,0.0
41387,41388,2014,9,21,11,3.0,32.0,31.0,32.0,18.3,62.0,998.9,26.2,NE,3.5,0.0,0.0
41388,41389,2014,9,21,12,3.0,23.0,36.0,23.0,18.3,59.0,998.5,27.0,NW,3.5,0.0,0.0
41389,41390,2014,9,21,13,3.0,28.0,30.0,28.0,17.7,58.0,998.2,26.7,NE,4.5,0.0,0.0
41390,41391,2014,9,21,14,3.0,28.0,31.0,28.0,19.0,58.0,997.7,28.1,NE,7.4,0.0,0.0
41391,41392,2014,9,21,15,3.0,27.0,39.0,27.0,19.1,62.0,997.5,27.0,NE,10.0,0.0,0.0
41392,41393,2014,9,21,16,3.0,30.0,37.0,30.0,20.3,64.0,997.3,27.8,NE,11.9,0.0,0.0
41393,41394,2014,9,21,17,3.0,30.0,34.0,30.0,19.9,64.0,997.4,27.4,NW,2.5,0.0,0.0
41394,41395,2014,9,21,18,3.0,38.0,33.0,38.0,18.8,63.0,997.2,26.5,NW,6.1,0.0,0.0
41395,41396,2014,9,21,19,3.0,41.0,42.0,41.0,19.2,71.0,997.9,24.9,NW,8.5,0.0,0.0
41396,41397,2014,9,21,20,3.0,44.0,47.0,44.0,20.0,77.0,998.8,24.3,NW,10.0,0.0,0.0
41397,41398,2014,9,21,21,3.0,38.0,53.0,38.0,20.1,80.0,999.6,23.8,NE,0.9,0.0,0.0
41398,41399,2014,9,21,22,3.0,32.0,54.0,32.0,19.0,71.0,999.8,24.7,NE,2.1,0.0,0.0
41399,41400,2014,9,21,23,3.0,38.0,41.0,38.0,19.8,80.0,999.9,23.5,NW,2.1,0.0,0.0
41400,41401,2014,9,22,0,3.0,31.0,43.0,31.0,19.3,80.0,1000.0,23.0,NW,4.7,0.0,0.0
41401,41402,2014,9,22,1,3.0,28.0,36.0,28.0,18.6,75.0,999.9,23.3,NE,2.6,0.0,0.0
41402,41403,2014,9,22,2,3.0,30.0,30.0,30.0,17.4,68.0,999.5,23.7,NW,3.6,0.0,0.0
41403,41404,2014,9,22,3,3.0,27.0,32.0,27.0,17.5,69.0,999.4,23.6,NE,1.9,0.0,0.0
41404,41405,2014,9,22,4,3.0,35.0,33.0,35.0,17.5,69.0,999.4,23.6,NW,1.9,0.0,0.0
41405,41406,2014,9,22,5,3.0,36.0,38.0,36.0,17.6,71.0,999.5,23.2,NW,3.3,0.0,0.0
41406,41407,2014,9,22,6,3.0,36.0,40.0,36.0,18.3,80.0,999.7,22.0,NW,5.4,0.0,0.0
41407,41408,2014,9,22,7,3.0,36.0,39.0,36.0,18.2,76.0,999.9,22.7,NW,7.2,0.0,0.0
41408,41409,2014,9,22,8,3.0,39.0,50.0,39.0,18.5,69.0,1000.1,24.6,NE,3.3,0.0,0.0
41409,41410,2014,9,22,9,3.0,35.0,44.0,35.0,18.4,61.0,1000.1,26.6,NE,6.5,0.0,0.0
41410,41411,2014,9,22,10,3.0,29.0,39.0,29.0,19.4,59.0,1000.3,28.2,NW,3.2,0.0,0.0
41411,41412,2014,9,22,11,3.0,33.0,41.0,33.0,18.5,53.0,1000.4,29.1,NW,4.8,0.0,0.0
41412,41413,2014,9,22,12,3.0,33.0,37.0,33.0,19.1,56.0,999.9,28.8,NE,1.9,0.0,0.0
41413,41414,2014,9,22,13,3.0,32.0,40.0,32.0,19.4,54.0,999.2,29.7,NE,5.3,0.0,0.0
41414,41415,2014,9,22,14,3.0,34.0,38.0,34.0,20.4,58.0,998.7,29.6,NE,7.6,0.0,0.0
41415,41416,2014,9,22,15,3.0,29.0,33.0,29.0,19.7,56.0,998.5,29.4,NE,9.9,0.0,0.0
41416,41417,2014,9,22,16,3.0,35.0,30.0,35.0,20.5,58.0,998.2,29.7,NW,1.8,0.0,0.0
41417,41418,2014,9,22,17,3.0,32.0,31.0,32.0,20.1,59.0,998.3,29.0,NE,1.9,0.0,0.0
41418,41419,2014,9,22,18,3.0,29.0,33.0,29.0,21.5,70.0,998.5,27.5,NW,1.9,0.0,0.0
41419,41420,2014,9,22,19,3.0,29.0,33.0,29.0,20.4,72.0,998.8,25.9,NW,3.7,0.0,0.0
41420,41421,2014,9,22,20,3.0,27.0,36.0,27.0,21.7,82.0,999.5,25.0,NW,6.3,0.0,0.0
41421,41422,2014,9,22,21,3.0,21.0,29.0,21.0,21.1,83.0,1000.3,24.2,NE,0.8,0.0,0.0
41422,41423,2014,9,22,22,3.0,26.0,31.0,26.0,20.8,83.0,1000.6,23.9,NW,1.3,0.0,0.0
41423,41424,2014,9,22,23,3.0,22.0,31.0,22.0,20.5,80.0,1000.6,24.2,NW,1.9,0.0,0.0
41424,41425,2014,9,23,0,3.0,28.0,26.0,28.0,20.5,81.0,1000.4,24.0,NW,3.6,0.0,0.0
41425,41426,2014,9,23,1,3.0,27.0,30.0,27.0,20.5,86.0,1000.0,23.0,NW,4.7,0.0,0.0
41426,41427,2014,9,23,2,3.0,30.0,34.0,30.0,20.0,82.0,1000.1,23.3,cv,0.0,0.0,0.0
41427,41428,2014,9,23,3,3.0,32.0,39.0,32.0,20.4,90.0,1000.1,22.2,NW,1.4,0.0,0.0
41428,41429,2014,9,23,4,3.0,34.0,44.0,34.0,19.6,87.0,1000.0,21.9,NW,3.3,0.0,0.0
41429,41430,2014,9,23,5,3.0,42.0,48.0,42.0,18.7,80.0,1000.5,22.4,NW,4.4,0.0,0.0
41430,41431,2014,9,23,6,3.0,42.0,46.0,42.0,19.0,86.0,1000.8,21.5,NW,5.7,0.0,0.0
41431,41432,2014,9,23,7,3.0,40.0,48.0,40.0,19.7,87.0,1001.1,22.0,NW,7.4,0.0,0.0
41432,41433,2014,9,23,8,3.0,35.0,48.0,35.0,19.5,70.0,1001.7,25.4,NE,2.7,0.0,0.0
41433,41434,2014,9,23,9,3.0,33.0,42.0,33.0,19.4,61.0,1002.2,27.7,NE,5.8,0.0,0.0
41434,41435,2014,9,23,10,3.0,30.0,38.0,30.0,20.4,60.0,1002.3,29.0,NE,8.2,0.0,0.0
41435,41436,2014,9,23,11,3.0,28.0,38.0,28.0,19.4,56.0,1001.9,29.1,NE,11.3,0.0,0.0
41436,41437,2014,9,23,12,3.0,32.0,36.0,32.0,19.4,53.0,1001.2,30.1,NE,14.2,0.0,0.0
41437,41438,2014,9,23,13,3.0,38.0,41.0,38.0,19.4,51.0,1000.5,30.8,NW,2.8,0.0,0.0
41438,41439,2014,9,23,14,3.0,34.0,34.0,34.0,19.6,50.0,999.8,31.3,NE,1.5,0.0,0.0
41439,41440,2014,9,23,15,3.0,33.0,57.0,33.0,19.7,49.0,999.2,31.8,NW,2.5,0.0,0.0
41440,41441,2014,9,23,16,3.0,33.0,41.0,33.0,20.7,54.0,999.3,31.2,NW,4.7,0.0,0.0
41441,41442,2014,9,23,17,3.0,40.0,46.0,40.0,20.0,58.0,999.3,29.2,NE,2.8,0.0,0.0
41442,41443,2014,9,23,18,3.0,47.0,48.0,47.0,20.2,62.0,999.7,28.2,NW,1.8,0.0,0.0
41443,41444,2014,9,23,19,3.0,54.0,64.0,54.0,21.5,76.0,1000.1,26.1,NW,4.2,0.0,0.0
41444,41445,2014,9,23,20,3.0,46.0,58.0,46.0,21.7,82.0,1000.9,25.0,NW,6.6,0.0,0.0
41445,41446,2014,9,23,21,3.0,49.0,55.0,49.0,21.5,84.0,1001.6,24.4,NW,8.4,0.0,0.0
41446,41447,2014,9,23,22,3.0,48.0,53.0,48.0,20.9,81.0,1002.0,24.4,NW,10.4,0.0,0.0
41447,41448,2014,9,23,23,3.0,48.0,56.0,48.0,20.4,77.0,1002.3,24.8,NW,11.7,0.0,0.0
41448,41449,2014,9,24,0,3.0,49.0,56.0,49.0,20.5,76.0,1002.4,25.1,NE,0.6,0.0,0.0
41449,41450,2014,9,24,1,3.0,47.0,53.0,47.0,20.9,79.0,1002.2,24.8,NW,1.6,0.0,0.0
41450,41451,2014,9,24,2,3.0,50.0,56.0,50.0,21.1,83.0,1001.9,24.2,NW,3.7,0.0,0.0
41451,41452,2014,9,24,3,3.0,42.0,52.0,42.0,20.6,83.0,1001.9,23.7,NE,1.6,0.0,0.0
41452,41453,2014,9,24,4,3.0,35.0,49.0,35.0,21.1,90.0,1002.0,22.9,NW,2.6,0.0,0.0
41453,41454,2014,9,24,5,3.0,41.0,52.0,41.0,20.5,85.0,1002.4,23.2,NW,4.8,0.0,0.0
41454,41455,2014,9,24,6,3.0,37.0,49.0,37.0,19.9,80.0,1003.0,23.6,NW,6.0,0.0,0.0
41455,41456,2014,9,24,7,3.0,46.0,53.0,46.0,19.9,82.0,1003.6,23.2,NW,8.6,0.0,0.0
41456,41457,2014,9,24,8,3.0,35.0,48.0,35.0,20.1,72.0,1004.1,25.6,NE,1.8,0.0,0.0
41457,41458,2014,9,24,9,3.0,36.0,47.0,36.0,20.6,68.0,1004.4,27.1,NW,2.8,0.0,0.0
41458,41459,2014,9,24,10,3.0,38.0,42.0,38.0,20.8,63.0,1004.8,28.6,NE,2.6,0.0,0.0
41459,41460,2014,9,24,11,3.0,39.0,41.0,39.0,20.8,59.0,1004.5,29.7,NE,6.3,0.0,0.0
41460,41461,2014,9,24,12,3.0,36.0,44.0,36.0,20.5,55.0,1003.9,30.6,NE,9.7,0.0,0.0
41461,41462,2014,9,24,13,3.0,35.0,44.0,35.0,22.0,59.0,1002.9,31.0,NW,1.9,0.0,0.0
41462,41463,2014,9,24,14,3.0,37.0,45.0,37.0,20.3,50.0,1002.3,32.1,NW,4.0,0.0,0.0
41463,41464,2014,9,24,15,3.0,39.0,47.0,39.0,21.0,54.0,1001.8,31.5,NE,2.3,0.0,0.0
41464,41465,2014,9,24,16,3.0,40.0,51.0,40.0,20.5,51.0,1001.6,31.9,NW,2.9,0.0,0.0
41465,41466,2014,9,24,17,3.0,50.0,40.0,50.0,21.6,60.0,1001.6,30.3,NW,4.1,0.0,0.0
41466,41467,2014,9,24,18,3.0,49.0,48.0,49.0,22.8,72.0,1001.7,28.4,NW,4.9,0.0,0.0
41467,41468,2014,9,24,19,3.0,45.0,57.0,45.0,23.2,84.0,1002.1,26.2,NE,1.6,0.0,0.0
41468,41469,2014,9,24,20,3.0,49.0,59.0,49.0,22.7,87.0,1002.7,25.1,NW,2.2,0.0,0.0
41469,41470,2014,9,24,21,3.0,47.0,63.0,47.0,22.6,89.0,1003.4,24.6,NW,3.8,0.0,0.0
41470,41471,2014,9,24,22,3.0,60.0,74.0,60.0,22.8,90.0,1004.1,24.6,NW,5.3,0.0,0.0
41471,41472,2014,9,24,23,3.0,52.0,80.0,52.0,22.7,88.0,1004.3,24.9,NW,6.6,0.0,0.0
41472,41473,2014,9,25,0,3.0,54.0,75.0,54.0,22.4,89.0,1004.4,24.4,NW,7.9,0.0,0.0
41473,41474,2014,9,25,1,3.0,58.0,50.0,58.0,22.1,91.0,1004.0,23.7,NW,9.6,0.0,0.0
41474,41475,2014,9,25,2,3.0,54.0,64.0,54.0,21.9,92.0,1003.7,23.3,NW,11.3,0.0,0.0
41475,41476,2014,9,25,3,3.0,44.0,96.0,44.0,22.0,93.0,1003.7,23.2,NE,1.6,0.0,0.0
41476,41477,2014,9,25,4,3.0,54.0,92.0,54.0,21.6,93.0,1003.5,22.8,NW,1.3,0.0,0.0
41477,41478,2014,9,25,5,3.0,56.0,54.0,56.0,21.6,94.0,1003.6,22.7,NW,3.3,0.0,0.0
41478,41479,2014,9,25,6,3.0,50.0,54.0,50.0,21.4,93.0,1004.0,22.6,NW,5.0,0.0,0.0
41479,41480,2014,9,25,7,3.0,52.0,53.0,52.0,21.8,93.0,1004.6,23.0,NW,6.7,0.0,0.0
41480,41481,2014,9,25,8,3.0,61.0,49.0,61.0,22.2,84.0,1005.3,25.1,NW,8.6,0.0,0.0
41481,41482,2014,9,25,9,3.0,79.0,59.0,79.0,21.6,68.0,1005.5,28.1,NE,3.3,0.0,0.0
41483,41484,2014,9,25,11,3.0,19.0,58.0,19.0,21.8,59.0,1005.3,30.8,NE,7.5,0.0,0.0
41484,41485,2014,9,25,12,3.0,26.0,45.0,26.0,20.7,54.0,1004.7,31.2,SE,2.2,0.0,0.0
41485,41486,2014,9,25,13,3.0,28.0,28.0,28.0,19.8,50.0,1004.0,31.5,SE,3.3,0.0,0.0
41486,41487,2014,9,25,14,3.0,34.0,36.0,34.0,20.1,48.0,1003.0,32.6,NE,1.7,0.0,0.0
41487,41488,2014,9,25,15,3.0,36.0,41.0,36.0,18.6,44.0,1002.4,32.5,NE,2.3,0.0,0.0
41488,41489,2014,9,25,16,3.0,38.0,45.0,38.0,20.6,52.0,1002.1,31.7,NW,1.1,0.0,0.0
41489,41490,2014,9,25,17,3.0,35.0,40.0,35.0,22.2,61.0,1002.0,30.6,NW,2.5,0.0,0.0
41490,41491,2014,9,25,18,3.0,43.0,52.0,43.0,23.5,73.0,1002.2,28.9,NW,4.2,0.0,0.0
41491,41492,2014,9,25,19,3.0,37.0,57.0,37.0,23.4,83.0,1002.5,26.6,NW,6.2,0.0,0.0
41492,41493,2014,9,25,20,3.0,84.0,59.0,84.0,23.4,85.0,1003.2,26.2,NE,0.7,0.0,0.0
41493,41494,2014,9,25,21,3.0,81.0,113.0,81.0,23.1,87.0,1003.7,25.5,NW,1.2,0.0,0.0
41494,41495,2014,9,25,22,3.0,97.0,113.0,97.0,23.3,90.0,1004.2,25.1,NE,1.2,0.0,0.0
41495,41496,2014,9,25,23,3.0,107.0,114.0,107.0,23.5,92.0,1004.4,24.9,NE,2.4,0.0,0.0
41496,41497,2014,9,26,0,3.0,79.0,111.0,79.0,23.1,91.0,1004.4,24.7,NE,3.2,0.0,0.0
41497,41498,2014,9,26,1,3.0,56.0,90.0,56.0,23.2,92.0,1004.3,24.6,NW,0.8,0.0,0.0
41498,41499,2014,9,26,2,3.0,63.0,90.0,63.0,23.0,93.0,1004.0,24.3,NW,2.1,0.0,0.0
41499,41500,2014,9,26,3,3.0,61.0,83.0,61.0,23.0,94.0,1004.0,24.1,NW,3.3,0.0,0.0
41500,41501,2014,9,26,4,3.0,47.0,60.0,47.0,22.8,94.0,1003.9,23.9,NW,4.8,0.0,0.0
41501,41502,2014,9,26,5,3.0,48.0,70.0,48.0,22.6,94.0,1004.1,23.7,NW,6.1,0.0,0.0
41502,41503,2014,9,26,6,3.0,38.0,70.0,38.0,22.7,95.0,1004.6,23.6,NW,7.5,0.0,0.0
41503,41504,2014,9,26,7,3.0,41.0,64.0,41.0,22.9,95.0,1005.1,23.8,NW,9.4,0.0,0.0
41504,41505,2014,9,26,8,3.0,43.0,64.0,43.0,24.1,91.0,1005.6,25.7,NE,1.0,0.0,0.0
41505,41506,2014,9,26,9,3.0,37.0,65.0,37.0,22.8,72.0,1005.8,28.4,NE,1.7,0.0,0.0
41506,41507,2014,9,26,10,3.0,34.0,60.0,34.0,23.4,66.0,1005.8,30.5,NE,2.7,0.0,0.0
41507,41508,2014,9,26,11,3.0,38.0,59.0,38.0,21.5,58.0,1005.5,30.8,cv,0.5,0.0,0.0
41508,41509,2014,9,26,12,3.0,52.0,49.0,52.0,21.1,54.0,1004.6,31.6,SE,1.2,0.0,0.0
41509,41510,2014,9,26,13,3.0,49.0,60.0,49.0,20.6,52.0,1003.7,31.7,SE,2.2,0.0,0.0
41510,41511,2014,9,26,14,3.0,38.0,61.0,38.0,21.0,52.0,1002.9,32.1,SW,0.6,0.0,0.0
41511,41512,2014,9,26,15,3.0,42.0,58.0,42.0,21.6,55.0,1002.1,31.8,SE,1.7,0.0,0.0
41512,41513,2014,9,26,16,3.0,38.0,62.0,38.0,20.7,52.0,1001.8,31.8,SE,2.5,0.0,0.0
41513,41514,2014,9,26,17,3.0,37.0,48.0,37.0,16.1,38.0,1001.8,32.3,SE,4.2,0.0,0.0
41514,41515,2014,9,26,18,3.0,50.0,66.0,50.0,21.1,61.0,1002.0,29.5,NW,1.0,0.0,0.0
41515,41516,2014,9,26,19,3.0,40.0,68.0,40.0,22.1,78.0,1002.3,26.3,NW,2.2,0.0,0.0
41516,41517,2014,9,26,20,3.0,40.0,78.0,40.0,22.3,84.0,1003.2,25.2,NE,1.3,0.0,0.0
41517,41518,2014,9,26,21,3.0,37.0,58.0,37.0,22.4,87.0,1004.0,24.8,NW,1.1,0.0,0.0
41518,41519,2014,9,26,22,3.0,30.0,54.0,30.0,22.4,88.0,1004.6,24.6,NE,1.0,0.0,0.0
41519,41520,2014,9,26,23,3.0,14.0,49.0,14.0,22.6,89.0,1004.7,24.6,NW,0.8,0.0,0.0
41520,41521,2014,9,27,0,3.0,26.0,45.0,26.0,22.7,91.0,1004.9,24.3,NW,1.7,0.0,0.0
41521,41522,2014,9,27,1,3.0,24.0,36.0,24.0,23.1,92.0,1004.8,24.5,SW,0.9,0.0,0.0
41522,41523,2014,9,27,2,3.0,16.0,23.0,16.0,22.8,89.0,1004.7,24.8,SW,1.5,0.0,0.0
41523,41524,2014,9,27,3,3.0,11.0,16.0,11.0,23.1,91.0,1004.6,24.7,SW,2.3,0.0,0.0
41524,41525,2014,9,27,4,3.0,11.0,18.0,11.0,22.9,92.0,1004.8,24.3,NW,0.8,0.0,0.0
41525,41526,2014,9,27,5,3.0,12.0,28.0,12.0,22.8,94.0,1004.9,23.9,NW,2.0,0.0,0.0
41526,41527,2014,9,27,6,3.0,22.0,27.0,22.0,22.7,94.0,1005.5,23.8,NW,3.4,0.0,0.0
41527,41528,2014,9,27,7,3.0,19.0,30.0,19.0,23.2,95.0,1006.0,24.1,NW,5.4,0.0,0.0
41528,41529,2014,9,27,8,3.0,27.0,24.0,27.0,24.1,88.0,1006.7,26.3,NW,6.1,0.0,0.0
41529,41530,2014,9,27,9,3.0,17.0,31.0,17.0,24.1,77.0,1006.8,28.6,NE,1.1,0.0,0.0
41530,41531,2014,9,27,10,3.0,15.0,43.0,15.0,23.0,67.0,1006.6,29.8,SW,1.3,0.0,0.0
41531,41532,2014,9,27,11,3.0,10.0,31.0,10.0,23.4,66.0,1006.2,30.5,NW,1.9,0.0,0.0
41532,41533,2014,9,27,12,3.0,26.0,45.0,26.0,21.9,56.0,1005.4,31.8,SE,2.3,0.0,0.0
41533,41534,2014,9,27,13,3.0,18.0,35.0,18.0,20.9,53.0,1004.3,31.7,SE,4.1,0.0,0.0
41534,41535,2014,9,27,14,3.0,17.0,34.0,17.0,21.3,55.0,1003.4,31.5,SE,6.5,0.0,0.0
41535,41536,2014,9,27,15,3.0,21.0,36.0,21.0,21.1,52.0,1002.9,32.3,NE,1.3,0.0,0.0
41536,41537,2014,9,27,16,3.0,21.0,38.0,21.0,22.1,56.0,1002.5,32.0,SE,1.1,0.0,0.0
41537,41538,2014,9,27,17,3.0,11.0,36.0,11.0,17.6,41.0,1002.4,32.6,SW,2.7,0.0,0.0
41538,41539,2014,9,27,18,3.0,10.0,29.0,10.0,19.9,52.0,1002.4,31.0,cv,0.5,0.0,0.0
41539,41540,2014,9,27,19,3.0,20.0,28.0,20.0,22.5,76.0,1002.9,27.1,NE,1.4,0.0,0.0
41540,41541,2014,9,27,20,3.0,24.0,38.0,24.0,22.4,83.0,1003.4,25.6,NE,2.9,0.0,0.0
41541,41542,2014,9,27,21,3.0,14.0,38.0,14.0,22.3,84.0,1003.8,25.2,NW,1.2,0.0,0.0
41542,41543,2014,9,27,22,3.0,15.0,35.0,15.0,22.4,86.0,1004.3,25.0,NE,0.9,0.0,0.0
41543,41544,2014,9,27,23,3.0,19.0,26.0,19.0,22.5,87.0,1004.5,24.9,cv,0.4,0.0,0.0
41544,41545,2014,9,28,0,3.0,19.0,39.0,19.0,22.9,90.0,1004.6,24.7,cv,0.9,0.0,0.0
41545,41546,2014,9,28,1,3.0,12.0,26.0,12.0,22.9,91.0,1004.2,24.5,NE,1.3,0.0,0.0
41546,41547,2014,9,28,2,3.0,17.0,22.0,17.0,23.0,93.0,1004.1,24.3,NW,1.2,0.0,0.0
41547,41548,2014,9,28,3,3.0,13.0,30.0,13.0,22.9,94.0,1004.0,24.0,NW,2.6,0.0,0.0
41548,41549,2014,9,28,4,3.0,23.0,21.0,23.0,22.7,94.0,1004.1,23.8,NW,4.0,0.0,0.0
41549,41550,2014,9,28,5,3.0,13.0,22.0,13.0,22.6,94.0,1004.3,23.7,NW,4.8,0.0,0.0
41550,41551,2014,9,28,6,3.0,22.0,20.0,22.0,22.3,94.0,1004.7,23.4,NW,5.9,0.0,0.0
41551,41552,2014,9,28,7,3.0,23.0,23.0,23.0,22.8,95.0,1005.1,23.7,NW,7.2,0.0,0.0
41552,41553,2014,9,28,8,3.0,17.0,33.0,17.0,25.1,90.0,1005.4,26.9,NW,8.5,0.0,0.0
41553,41554,2014,9,28,9,3.0,23.0,41.0,23.0,24.0,72.0,1005.7,29.6,SE,1.3,0.0,0.0
41554,41555,2014,9,28,10,3.0,29.0,37.0,29.0,22.4,64.0,1005.8,30.0,SW,1.8,0.0,0.0
41555,41556,2014,9,28,11,3.0,27.0,25.0,27.0,22.1,58.0,1005.3,31.4,SW,3.0,0.0,0.0
41556,41557,2014,9,28,12,3.0,19.0,35.0,19.0,20.4,52.0,1004.5,31.5,SW,4.4,0.0,0.0
41557,41558,2014,9,28,13,3.0,24.0,35.0,24.0,17.9,42.0,1003.7,32.5,NE,1.0,0.0,0.0
41558,41559,2014,9,28,14,3.0,32.0,43.0,32.0,17.9,41.0,1002.7,32.9,NE,1.6,0.0,0.0
41559,41560,2014,9,28,15,3.0,34.0,59.0,34.0,18.9,42.0,1002.0,33.6,NW,1.3,0.0,0.0
41560,41561,2014,9,28,16,3.0,46.0,64.0,46.0,19.7,42.0,1001.8,34.5,NW,3.5,0.0,0.0
41561,41562,2014,9,28,17,3.0,31.0,63.0,31.0,19.3,45.0,1001.8,32.9,NE,0.9,0.0,0.0
41562,41563,2014,9,28,18,3.0,28.0,63.0,28.0,23.1,68.0,1001.9,29.7,NW,1.9,0.0,0.0
41563,41564,2014,9,28,19,3.0,37.0,62.0,37.0,23.4,81.0,1002.2,27.0,NW,3.5,0.0,0.0
41564,41565,2014,9,28,20,3.0,32.0,57.0,32.0,23.0,86.0,1002.6,25.6,NW,5.1,0.0,0.0
41565,41566,2014,9,28,21,3.0,28.0,43.0,28.0,22.9,89.0,1003.2,24.9,NW,6.4,0.0,0.0
41566,41567,2014,9,28,22,3.0,37.0,46.0,37.0,22.6,89.0,1003.5,24.6,NW,7.5,0.0,0.0
41567,41568,2014,9,28,23,3.0,32.0,53.0,32.0,22.7,89.0,1003.6,24.7,SW,0.7,0.0,0.0
41568,41569,2014,9,29,0,3.0,23.0,48.0,23.0,22.9,89.0,1003.7,24.9,SW,1.3,0.0,0.0
41569,41570,2014,9,29,1,3.0,22.0,42.0,22.0,22.7,89.0,1003.9,24.7,cv,0.4,0.0,0.0
41570,41571,2014,9,29,2,3.0,24.0,33.0,24.0,23.2,91.0,1003.6,24.8,NE,0.8,0.0,0.0
41571,41572,2014,9,29,3,3.0,34.0,31.0,34.0,22.7,92.0,1003.4,24.1,NE,2.2,0.0,0.0
41572,41573,2014,9,29,4,3.0,25.0,36.0,25.0,22.9,94.0,1003.4,24.0,NW,1.4,0.0,0.0
41573,41574,2014,9,29,5,3.0,16.0,36.0,16.0,22.8,94.0,1003.6,23.9,NW,2.7,0.0,0.0
41574,41575,2014,9,29,6,3.0,8.0,25.0,8.0,22.9,95.0,1003.7,23.8,NE,1.4,0.0,0.0
41575,41576,2014,9,29,7,3.0,6.0,25.0,6.0,22.9,95.0,1004.3,23.8,NE,3.0,0.0,0.0
41576,41577,2014,9,29,8,3.0,2.0,23.0,2.0,24.6,94.0,1004.8,25.7,NE,3.8,0.0,0.0
41577,41578,2014,9,29,9,3.0,10.0,22.0,10.0,23.4,73.0,1005.0,28.8,SW,1.9,0.0,0.0
41578,41579,2014,9,29,10,3.0,18.0,29.0,18.0,22.1,66.0,1005.1,29.2,SW,3.9,0.0,0.0
41579,41580,2014,9,29,11,3.0,33.0,28.0,33.0,21.9,58.0,1004.7,31.2,SW,5.9,0.0,0.0
41580,41581,2014,9,29,12,3.0,36.0,46.0,36.0,21.9,55.0,1003.9,32.1,SW,7.4,0.0,0.0
41581,41582,2014,9,29,13,3.0,34.0,46.0,34.0,21.9,52.0,1002.9,33.1,NW,1.9,0.0,0.0
41582,41583,2014,9,29,14,3.0,38.0,44.0,38.0,20.4,46.0,1001.7,33.7,NE,1.2,0.0,0.0
41583,41584,2014,9,29,15,3.0,25.0,44.0,25.0,21.4,47.0,1001.0,34.4,NW,1.7,0.0,0.0
41584,41585,2014,9,29,16,3.0,27.0,41.0,27.0,20.3,45.0,1000.8,34.0,NW,3.1,0.0,0.0
41585,41586,2014,9,29,17,3.0,34.0,42.0,34.0,20.7,47.0,1000.9,33.6,NE,1.0,0.0,0.0
41586,41587,2014,9,29,18,3.0,54.0,52.0,54.0,24.0,68.0,1001.1,30.6,NW,1.4,0.0,0.0
41587,41588,2014,9,29,19,3.0,69.0,59.0,69.0,24.5,82.0,1001.5,27.9,NW,3.0,0.0,0.0
41588,41589,2014,9,29,20,3.0,84.0,73.0,84.0,24.0,85.0,1002.3,26.8,NE,2.3,0.0,0.0
41589,41590,2014,9,29,21,3.0,88.0,73.0,88.0,24.1,89.0,1002.7,26.1,NW,2.1,0.0,0.0
41590,41591,2014,9,29,22,3.0,90.0,66.0,90.0,23.9,90.0,1003.1,25.7,NW,3.8,0.0,0.0
41591,41592,2014,9,29,23,3.0,70.0,86.0,70.0,23.7,91.0,1003.4,25.3,NW,5.3,0.0,0.0
41592,41593,2014,9,30,0,3.0,37.0,84.0,37.0,23.7,92.0,1003.5,25.1,NW,7.0,0.0,0.0
41593,41594,2014,9,30,1,3.0,41.0,67.0,41.0,23.6,92.0,1003.3,25.0,NW,8.6,0.0,0.0
41594,41595,2014,9,30,2,3.0,50.0,73.0,50.0,23.5,93.0,1002.9,24.8,NW,10.4,0.0,0.0
41595,41596,2014,9,30,3,3.0,54.0,63.0,54.0,23.5,94.0,1002.8,24.6,NW,12.1,0.0,0.0
